cap-texture,spore-pattern,stem-flexibility,ring-thickness,cap-shape,cap-surface:%3F,cap-color,gill-attachment,stalk-shape,veil-type,veil-color,ring-number,population,habitat,class
b'q',b'g',b'b',b'c',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'p',b'o',b'd',b'a',b'x',b'f',b'y',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'b',b'd',b'j',b'b',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'h',b'e',b'f',b'b',b'f',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'g',b'm',b'b',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'k',b'm',b'e',b'b',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'k',b'm',b'i',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'o',b'g',b'f',b'a',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'o',b'i',b'b',b'c',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'q',b'k',b'a',b'b',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'o',b'd',b'i',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'q',b'i',b'f',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'o',b'm',b'f',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'c',b'k',b'f',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'g',b'g',b'g',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'f',b'j',b'j',b'a',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'g',b'b',b'f',b'b',b'f',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'c',b'e',b'e',b'c',b'f',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'h',b'k',b'i',b'a',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'f',b'c',b'a',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'k',b'o',b'g',b'b',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'o',b'n',b'd',b'b',b'x',b'y',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'a',b'd',b'b',b'b',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'l',b'a',b'c',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'h',b'k',b'd',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b's',b'e',b'h',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'q',b'l',b'f',b'a',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'l',b'a',b'h',b'b',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'c',b'i',b'd',b'c',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'd',b'a',b'f',b'c',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'f',b'h',b'i',b'c',b'f',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'i',b'd',b'h',b'b',b'f',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b's',b'c',b'g',b'b',b'f',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'p'
b'h',b'm',b'd',b'c',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'p',b'd',b'd',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'p',b'm',b'f',b'b',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'p',b'f',b'h',b'b',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'j',b'f',b'g',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'j',b'o',b'i',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b's',b'k',b'j',b'b',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'q',b'l',b'g',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'l',b'e',b'd',b'c',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'p',b'f',b'j',b'c',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'c',b'g',b'i',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'i',b'g',b'g',b'b',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'i',b'm',b'a',b'b',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'a',b'c',b'd',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'o',b'd',b'd',b'a',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'b',b'b',b'f',b'b',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'a',b'n',b'd',b'a',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'g',b'o',b'j',b'a',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'j',b'e',b'd',b'c',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b's',b'o',b'c',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b's',b'f',b'c',b'b',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'g',b'l',b'g',b'a',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b's',b'b',b'i',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'd',b'a',b'e',b'c',b'x',b'y',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'o',b'o',b'a',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'd',b'l',b'b',b'c',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'd',b'i',b'c',b'c',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'p',b'i',b'h',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'e'
b'f',b'i',b'b',b'a',b'f',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'p'
b'a',b'a',b'g',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'q',b'm',b'b',b'b',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'q',b'e',b'g',b'c',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'f',b'g',b'b',b'a',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'f',b'k',b'e',b'a',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'q',b'g',b'g',b'c',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'c',b'm',b'b',b'b',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b's',b'm',b'g',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'c',b'g',b'h',b'c',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'r',b'i',b'h',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'f',b'c',b'j',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'o',b'a',b'b',b'b',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'm',b'b',b'c',b'a',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'h',b'b',b'd',b'c',b'f',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'u',b'p'
b'p',b'm',b'g',b'c',b'b',b's',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'l',b'h',b'f',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'j',b'j',b'c',b'a',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'h',b'd',b'a',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b's',b'f',b'f',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'm',b'b',b'g',b'a',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'h',b'h',b'h',b'c',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'm',b'l',b'f',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'b',b'i',b'e',b'c',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'd',b'g',b'g',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b's',b'a',b'i',b'a',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'l',b'e',b'c',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b's',b'a',b'e',b'a',b'f',b'f',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'e',b'b',b'i',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'm',b'l',b'd',b'a',b'f',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'p'
b'p',b'o',b'f',b'c',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'g',b'b',b'g',b'c',b'x',b'y',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b's',b'e',b'i',b'b',b'x',b'y',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'j',b'k',b'b',b'a',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'g',b'h',b'g',b'c',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'k',b'm',b'i',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'r',b'o',b'a',b'c',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b's',b'g',b'a',b'b',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'k',b'f',b'f',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'm',b'm',b'c',b'b',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b's',b'o',b'c',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'h',b'n',b'd',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'o',b'b',b'h',b'c',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'q',b'o',b'e',b'b',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'p'
b'a',b'd',b'd',b'c',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'g',b'n',b'f',b'c',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'k',b'h',b'j',b'a',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'b',b'i',b'd',b'b',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'm',b'c',b'j',b'c',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'b',b'l',b'g',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'l',b'c',b'h',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'd',b'i',b'h',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'p',b'h',b'j',b'c',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'i',b'h',b'c',b'a',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'e',b'a',b'j',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'r',b'm',b'i',b'b',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'i',b'a',b'h',b'c',b'x',b's',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'p'
b'l',b'f',b'f',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'k',b'f',b'j',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'j',b'k',b'a',b'a',b'f',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'p'
b'a',b'f',b'h',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'r',b'k',b'a',b'b',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'k',b'k',b'j',b'c',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b's',b'i',b'h',b'b',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'm',b'h',b'f',b'c',b'f',b'f',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'f',b'e',b'c',b'b',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'g',b'd',b'j',b'a',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'h',b'h',b'i',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'j',b'l',b'j',b'b',b'x',b'y',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'o',b'l',b'f',b'a',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'q',b'i',b'i',b'b',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'k',b'f',b'd',b'a',b'f',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'u',b'p'
b'k',b'l',b'j',b'c',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'j',b'g',b'a',b'b',b'f',b's',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'u',b'p'
b'i',b'k',b'd',b'b',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'n',b'b',b'j',b'b',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'l',b'c',b'h',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'p',b'b',b'a',b'c',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'c',b'f',b'c',b'c',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'r',b'd',b'b',b'c',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'q',b'o',b'f',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'n',b'n',b'g',b'b',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'c',b'd',b'f',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'p',b'c',b'f',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'e',b'g',b'h',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'f',b'n',b'd',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'r',b'o',b'a',b'b',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'f',b'd',b'd',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'l',b'h',b'h',b'a',b'f',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'p'
b'g',b'a',b'i',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'e'
b'n',b'j',b'f',b'a',b'f',b's',b'n',b'f',b'e',b'p',b'w',b'o',b's',b'g',b'p'
b's',b'm',b'e',b'b',b'f',b'f',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'l',b'j',b'g',b'c',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b's',b'c',b'b',b'b',b'f',b's',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'k',b'f',b'j',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'e',b'n',b'g',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'r',b'g',b'f',b'a',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'p',b'g',b'b',b'c',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'c',b'j',b'd',b'c',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'g',b'i',b'j',b'a',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b's',b'f',b'd',b'c',b'f',b'f',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'g',b'h',b'j',b'a',b'f',b's',b'y',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'q',b'm',b'j',b'a',b'f',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'e',b'g',b'f',b'a',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'd',b'e',b'j',b'c',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'a',b'b',b'e',b'b',b'x',b'y',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'm',b'k',b'b',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'e',b'b',b'g',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'd',b'i',b'g',b'b',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'h',b'c',b'j',b'c',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'b',b'e',b'j',b'c',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'r',b'i',b'c',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'b',b'j',b'b',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'l',b'b',b'i',b'a',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'q',b'd',b'g',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'r',b'j',b'h',b'c',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'p',b'c',b'd',b'a',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'f',b'f',b'h',b'a',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'm',b'm',b'e',b'c',b'x',b'y',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'p',b'f',b'c',b'c',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'a',b'n',b'i',b'c',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'm',b'n',b'a',b'a',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'q',b'k',b'j',b'c',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'e',b'i',b'e',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'b',b'd',b'e',b'b',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'l',b'b',b'g',b'b',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'h',b'g',b'j',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'j',b'b',b'j',b'a',b'f',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'h',b'e',b'f',b'c',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'q',b'o',b'h',b'c',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b's',b'p',b'e'
b'c',b'h',b'd',b'b',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'k',b'g',b'i',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'a',b'h',b'e',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'n',b'g',b'e',b'a',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'm',b'o',b'j',b'a',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'g',b'g',b'h',b'b',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b's',b'm',b'e'
b'c',b'h',b'b',b'b',b'x',b's',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'c',b'd',b'g',b'c',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'd',b'c',b'a',b'a',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'j',b'm',b'e',b'a',b'f',b'f',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'c',b'c',b'c',b'b',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'h',b'j',b'a',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'i',b'h',b'a',b'c',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'q',b'f',b'e',b'c',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'r',b'o',b'd',b'c',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'r',b'l',b'i',b'c',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b's',b'm',b'h',b'a',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'd',b'g',b'a',b'c',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'm',b'c',b'c',b'b',b'x',b'f',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'b',b'n',b'e',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'd',b'c',b'c',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'm',b'c',b'e',b'c',b'f',b's',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'p'
b'g',b'b',b'h',b'c',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'a',b'g',b'e'
b'f',b'g',b'h',b'b',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'o',b'o',b'c',b'a',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'm',b'c',b'g',b'a',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'b',b'b',b'c',b'b',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'k',b'l',b'e',b'a',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'j',b'd',b'b',b'c',b'x',b's',b'w',b'f',b'e',b'p',b'w',b'o',b'v',b'u',b'p'
b'b',b'k',b'i',b'b',b'x',b's',b'y',b'f',b'e',b'p',b'w',b'o',b'n',b'm',b'e'
b'i',b'f',b'j',b'b',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'r',b'f',b'b',b'b',b'f',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'h',b'e',b'i',b'b',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'k',b'e',b'e',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'a',b'd',b'h',b'b',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'q',b'h',b'f',b'b',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'r',b'o',b'f',b'c',b'x',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'j',b'c',b'g',b'c',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'e'
b'r',b'm',b'b',b'c',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'j',b'm',b'j',b'b',b'f',b'f',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'g',b'h',b'c',b'a',b'f',b'f',b'n',b'f',b't',b'p',b'w',b'o',b's',b'g',b'e'
b'q',b'b',b'b',b'a',b'x',b'f',b'g',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'i',b'l',b'h',b'c',b'x',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
